Nom,Prénom,Mail,Né(e) le,Téléphone,Sexe,Classe,Projet d'accompagnement,Allergies,Régime,Sport,Club,Formation,Groupes,Toutes les options,Redoublement,Moyenne Générale
HAZMANI,Jessim,hazmani.jessim@outlook.com,22/7/2003,0754227618,Masculin,2CAPC,,,Externe,Gymnastique,Théâtre,1CAP2  CUISINE,"2CAPCFRANCA, 2CAPCMATHS, 2CAPCMATHS_1, EPS CAP 1",ANGLAIS LV1,FAUX,"11,7"
HECQUARD,Ilyes,hecquard.ilyes@free.fr,18/1/1999,0681966745,Masculin,,,Poisson,Externe,Basketball,Natation,,,ANGLAIS LV1,FAUX,"12,68"
HEDJERCI,Sofiane,hedjerci.sofiane@outlook.com,27/6/2001,0753111444,Masculin,,,,Externe,Danse,Art,,,ANGLAIS LV1,FAUX,"17,75"
HEGESIPPE-MAVOUNIA,Theo,hegesippe-mavounia.theo@outlook.com,6/1/2002,0683983195,Masculin,TARED,,Lactose,Demi-pensionnaire,Football,Robotique,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"TAREDCONSTR, TAREDMATHS",ANGLAIS LV1,FAUX,"12,34"
HENRIOL,Noam,henriol.noam@orange.fr,23/12/2003,0774274722,Masculin,,,,Externe,Football,Art,2NDPRO CUISINE,,ANGLAIS LV1,FAUX,"14,61"
HEREDIA,Nayra,heredia.nayra@outlook.com,21/11/2004,0663837797,Féminin,,,Kiwi,Externe,Basketball,Peinture,1CAP2  CUISINE,"2CAPCFRANCA, 2CAPCFRANCA_1, 2CAPCMATHS, 2CAPCMATHS_1, EPS CAP 2",ANGLAIS LV1,FAUX,"15,95"
HIERSO,Anaïk,hierso.anaïk@orange.fr,14/1/2002,0640182071,Féminin,1BRS,,Oeuf,Externe,Danse,Sport,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"10,7"
HMIDI,Rayhan,hmidi.rayhan@yahoo.fr,16/10/2003,0759035877,Masculin,TARED,,Oeuf,Externe,Football,Art,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"TAREDCONSTR, TAREDMATHS",ANGLAIS LV1,FAUX,"11,69"
HOUDIGAN,Mustapha,houdigan.mustapha@yahoo.fr,25/12/2002,0657143191,Masculin,,,Oeuf,Demi-pensionnaire,Natation,Art,2NDPRO COMMERC. SERVICES EN RESTAURATION,,ANGLAIS LV1,FAUX,"12,4"
HOUIN,Noha,houin.noha@gmail.com,3/1/2004,0762601940,Masculin,2MCV2,,Fruits à coque,Demi-pensionnaire,Danse,Actualité,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"12,96"
HOUSSIN,Vladimir,houssin.vladimir@outlook.com,15/8/2001,0759601112,Masculin,2POP1,,Soja,Demi-pensionnaire,Football,Cinéma,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"10,49"
HUMEAU,Clémence,humeau.clémence@yahoo.fr,8/8/2002,0790313170,Féminin,,,Lactose,Externe,Gymnastique,Théâtre,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"14,21"
IDALI,Ayoub,idali.ayoub@yahoo.fr,28/10/2000,0683682691,Masculin,2BR1,,Fruits à coque,Externe,Natation,Théâtre,2NDPRO COMMERC. SERVICES EN RESTAURATION,"2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2","ANGLAIS LV1, CONS.AC.PER.CH.ORIEN",VRAI,"10,49"
ILERSAINT,Mac Candy,ilersaint.mac candy@free.fr,24/3/2003,0778472357,Masculin,1RISC,,Kiwi,Demi-pensionnaire,Basketball,Natation,1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"1RISCACCPE, 1RISCACCPE_1, 1RISCFRANCA_1, 1RISCMATHS, 1RISCMATHS_1",ANGLAIS LV1,FAUX,"15,81"
ISIDRO,Ann Pauline,isidro.ann pauline@outlook.com,26/12/2001,0753547139,Féminin,1BP,,Soja,Demi-pensionnaire,Basketball,Cinéma,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"14,91"
JAHDER,Karim,jahder.karim@free.fr,23/2/2000,0722172011,Masculin,TBV,,Kiwi,Demi-pensionnaire,Natation,Théâtre,TLEPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"Musculation Tle G1 R, TBVFRANCA, TBVMATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,37"
JARABO COMIN,Thelma,jarabo comin.thelma@free.fr,15/3/2003,0677056614,Féminin,,,Poisson,Externe,Basketball,Magie,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,38"
JEAN,Romain,jean.romain@yahoo.fr,20/4/2002,0659802258,Masculin,TEVS,,Fruits à coque,Externe,Tennis,Sport,2CAP2  EMPL.VENTE: PRDTS EQUIP.COURANT,,ANGLAIS LV1,FAUX,"14,56"
JEAN,Sylvia,jean.sylvia@outlook.com,26/9/1999,0650906222,Féminin,1BRS,,Soja,Demi-pensionnaire,Natation,Art,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"10,03"
JEAN PIERRE,Cassandra,jean pierre.cassandra@orange.fr,26/5/1999,0645980831,Féminin,,,Soja,Externe,Danse,Actualité,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"14,29"
JEANDON,Baptiste,jeandon.baptiste@gmail.com,13/5/1999,0769589019,Masculin,,,Kiwi,Demi-pensionnaire,Natation,Peinture,,,ANGLAIS LV1,FAUX,"13,7"
JOFFARD,Julie,joffard.julie@yahoo.fr,24/12/2000,0732134290,Féminin,TBV,,Poisson,Demi-pensionnaire,Karaté,Théâtre,TLEPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"Musculation Tle G1 L, TBVFRANCA, TBVMATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,13"
JOLAIS,Ronan,jolais.ronan@orange.fr,12/9/2003,0717434923,Masculin,,,Kiwi,Demi-pensionnaire,Football,Robotique,,,ANGLAIS LV1,FAUX,"13,44"
JOLY,Walker,joly.walker@orange.fr,21/5/2003,0791635396,Masculin,,,,Externe,Football,Art,,,ANGLAIS LV1,FAUX,"13,81"
JONVAL,Tom,jonval.tom@orange.fr,6/9/2001,0698450694,Masculin,MCPGCCSA,,Lactose,Demi-pensionnaire,Gymnastique,Art,MC     PATIS.GLACE.CHOC.CONFIS.SPECIAL.,,ANGLAIS LV1,FAUX,"17,98"
JORGE,Lucas,jorge.lucas@outlook.com,3/6/2003,0684702310,Masculin,1BC,,Soja,Externe,Karaté,Cinéma,1ERPRE EUROPEEN COMMERCE,1BCMATHS,"ANGLAIS LV1, ESPAGNOL LV2, ANGLAIS SECTION EURO",FAUX,"13,56"
JOSEPH,Kimberley,joseph.kimberley@gmail.com,28/8/2001,0624801447,Féminin,,,Oeuf,Externe,Football,Art,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"10,82"
JOUOT,Marion,jouot.marion@free.fr,12/10/2000,0757191082,Féminin,TBRS,,Soja,Externe,Karaté,Cinéma,TLEPRE EUROP.COMM.ET SERV.EN RESTAU,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"13,88"
JOYEUX,Mathias,joyeux.mathias@outlook.com,21/2/2002,0741512433,Masculin,2BR2,,Fruits à coque,Demi-pensionnaire,Danse,Natation,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"17,85"
JUGGOO,Pankaj Kumar,juggoo.pankaj kumar@outlook.com,4/1/2002,066963704,Masculin,1BRA,,,Demi-pensionnaire,Tennis,Natation,1ERPRO CUISINE,,ANGLAIS LV1,FAUX,"12,19"
JUMAUX,Dany,jumaux.dany@gmail.com,28/9/2002,0712333095,Masculin,2MCV1,,Poisson,Demi-pensionnaire,Natation,Magie,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,98"
JUVENAL,Adrien,juvenal.adrien@outlook.com,10/6/2001,0631689737,Masculin,2HCRS,,Soja,Demi-pensionnaire,Basketball,Cinéma,1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,"2HCRSACCPE, 2HCRSACCPE_1, 2HCRSMATHS, 2HCRSMATHS_1, 2HCRSMATHS_2, EPS CAP 2",ANGLAIS LV1,FAUX,"14,55"
KABIR,Rukhsar,kabir.rukhsar@outlook.com,28/8/1999,0729693702,Féminin,THCRS,,Lactose,Demi-pensionnaire,Football,Magie,2CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,,ANGLAIS LV1,FAUX,"11,63"
KADDOURI,Bilel,kaddouri.bilel@orange.fr,24/1/2000,0792740334,Masculin,,,,Demi-pensionnaire,Karaté,Natation,,,ANGLAIS LV1,FAUX,"12,91"
KAFI,Adem,kafi.adem@gmail.com,17/8/2001,0640298151,Masculin,,,Kiwi,Demi-pensionnaire,Basketball,Magie,,,ANGLAIS LV1,FAUX,"16,6"
KALAIVANNAN,Pavannan,kalaivannan.pavannan@outlook.com,19/6/2001,0791259254,Masculin,2POP2,,Kiwi,Demi-pensionnaire,Danse,Théâtre,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"16,04"
KANE,Assita,kane.assita@orange.fr,3/3/2004,0697134769,Féminin,TCAPC,,,Externe,Danse,Peinture,2CAP2  CUISINE,,ANGLAIS LV1,FAUX,"11,44"
KANOUN,Lyes,kanoun.lyes@free.fr,26/5/2004,0754546247,Masculin,,,Fruits à coque,Externe,Natation,Magie,,,ANGLAIS LV1,FAUX,13
KANTE,Mory,kante.mory@gmail.com,2/3/2004,0758550301,Masculin,,,,Externe,Basketball,Robotique,,,ANGLAIS LV1,VRAI,"14,46"
KAOUCHE,Lydia,kaouche.lydia@orange.fr,15/3/2000,0773563960,Féminin,2EVS,,Fruits à coque,Externe,Karaté,Actualité,1CAP2  EMPL.VENTE: PRDTS EQUIP.COURANTS,"2EVSACCPE, 2EVSACCPE_1, 2EVSMATHS_1, 2EVSMATHS_1_1, 2EVSMATHS_2",ANGLAIS LV1,FAUX,"10,48"
KAPCHE WANDJIE,Kévin,kapche wandjie.kévin@yahoo.fr,2/6/2001,0755520456,Masculin,TMELEC,,Kiwi,Demi-pensionnaire,Natation,Robotique,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS",ANGLAIS LV1,FAUX,"11,82"
KARAM,Sofiane,karam.sofiane@outlook.com,5/8/2002,0715680297,Masculin,,,,Demi-pensionnaire,Basketball,Peinture,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,7"
KARAOUI,Rayen,karaoui.rayen@gmail.com,18/4/2002,0639363748,Masculin,2POP3,,Soja,Demi-pensionnaire,Tennis,Art,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"17,7"
KEITA,Mohamed Ibrahim,keita.mohamed ibrahim@free.fr,16/2/2004,0660683977,Masculin,,,Lactose,Demi-pensionnaire,Danse,Robotique,,,ANGLAIS LV1,FAUX,"11,79"
KEITA,Oumou,keita.oumou@free.fr,4/6/1999,073883622,Féminin,,,Kiwi,Demi-pensionnaire,Natation,Magie,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,61"
KELLER,Florian,keller.florian@free.fr,18/11/1999,0672661762,Masculin,TMELEC,,,Demi-pensionnaire,Danse,Natation,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS",ANGLAIS LV1,FAUX,"13,88"
KERN,Philippe,kern.philippe@yahoo.fr,25/3/2000,0648287095,Masculin,,,Soja,Externe,Basketball,Natation,,,ANGLAIS LV1,FAUX,"15,72"
KHACHATRYAN,Armen,khachatryan.armen@gmail.com,14/12/2003,0625501652,Masculin,2MCV2,,Lactose,Externe,Danse,Cinéma,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,5"
KHADIRI,Tarik,khadiri.tarik@orange.fr,19/9/2000,0610216513,Masculin,2POP2,,,Demi-pensionnaire,Karaté,Peinture,2NDPRO SYSTEMES NUMERIQUES 2NDE COMMUNE,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"13,9"
KHANOUSSI,Wicem,khanoussi.wicem@yahoo.fr,14/8/2000,0645587115,Masculin,1MELEC,,Kiwi,Demi-pensionnaire,Tennis,Théâtre,1ERPRO METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS",ANGLAIS LV1,FAUX,"16,72"
KHARCHI,Enzo,kharchi.enzo@free.fr,23/1/2004,0651844190,Masculin,2POP2,,,Externe,Karaté,Peinture,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"12,46"
KHATCHATRIAN,Sevak,khatchatrian.sevak@yahoo.fr,15/3/2001,0621673188,Masculin,2MCV1,,Soja,Externe,Gymnastique,Théâtre,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,01"
KHELIFI,Yanis,khelifi.yanis@yahoo.fr,6/1/1999,0626218102,Masculin,,,Poisson,Demi-pensionnaire,Danse,Théâtre,1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,,ANGLAIS LV1,FAUX,"12,53"
KHEZZANI,Sara,khezzani.sara@orange.fr,27/10/2001,0658986068,Féminin,,,Kiwi,Demi-pensionnaire,Natation,Magie,TLEPRO COMMERCE,Musculation Tle G1 R,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,92"
KIPRE LAGO,Axel,kipre lago.axel@outlook.com,28/12/2000,0785909982,Masculin,2MCV1,,Fruits à coque,Externe,Basketball,Peinture,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,43"
KITU,Elysé-Loïs,kitu.elysé-loïs@outlook.com,12/1/2002,0622263623,Masculin,2POP1,,Fruits à coque,Demi-pensionnaire,Danse,Art,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"16,49"
KIZOZO,Dorian,kizozo.dorian@orange.fr,20/8/2000,0621505518,Masculin,,,Poisson,Demi-pensionnaire,Basketball,Théâtre,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,87"
KOLLY,Alessandro,kolly.alessandro@outlook.com,19/6/2003,0720754992,Masculin,2POP1,,Kiwi,Demi-pensionnaire,Tennis,Peinture,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"11,89"
KONATE,Manda,konate.manda@gmail.com,26/5/2003,0633589579,Masculin,2MCV2,,Fruits à coque,Demi-pensionnaire,Football,Peinture,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,58"
KONE,Dylan,kone.dylan@orange.fr,4/1/2004,0637123245,Masculin,1BV,,Oeuf,Externe,Tennis,Théâtre,1ERPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,72"
KONGO,Joseph,kongo.joseph@outlook.com,13/10/2002,0648617742,Masculin,,,,Demi-pensionnaire,Gymnastique,Robotique,,,ANGLAIS LV1,FAUX,"16,76"
KORBI,Yassin,korbi.yassin@orange.fr,15/7/1999,0691745872,Masculin,2BR1,,,Demi-pensionnaire,Danse,Théâtre,2NDPRO CUISINE,"2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"15,76"
KOUAME YOBOUE,Kaissy,kouame yoboue.kaissy@yahoo.fr,12/4/2000,0786428592,Féminin,,,Kiwi,Demi-pensionnaire,Natation,Robotique,,,ANGLAIS LV1,FAUX,"10,07"
KOUASSI,Claude Arthur,kouassi.claude arthur@gmail.com,28/12/1999,0664083598,Masculin,2POP3,,Poisson,Externe,Gymnastique,Magie,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"14,56"
KOUE NIATE,Jade,koue niate.jade@orange.fr,13/10/2001,0675139640,Féminin,,,Soja,Demi-pensionnaire,Tennis,Magie,,,ANGLAIS LV1,FAUX,"11,6"
KOULANI,Dosso,koulani.dosso@yahoo.fr,7/2/2001,0663588892,Masculin,,,Kiwi,Demi-pensionnaire,Danse,Théâtre,,,ANGLAIS LV1,FAUX,"15,07"
KOUYATE,Kader,kouyate.kader@orange.fr,15/8/2000,0787782897,Masculin,,,Lactose,Externe,Football,Peinture,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,28"
KOZLOV,Filipp,kozlov.filipp@gmail.com,12/10/2004,0654051191,Masculin,TRISC,,Poisson,Externe,Danse,Magie,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCMATHS",ANGLAIS LV1,FAUX,"12,1"
KRMAJYAN,Tigran,krmajyan.tigran@yahoo.fr,22/11/2001,0644274498,Masculin,TEVS,,Kiwi,Demi-pensionnaire,Football,Robotique,2CAP2  EMPL.VENTE: PRDTS EQUIP.COURANT,,ANGLAIS LV1,FAUX,"15,8"
KUSANGAY,Yann,kusangay.yann@free.fr,28/9/2002,0687326795,Masculin,,,Poisson,Demi-pensionnaire,Tennis,Art,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,32"
LAGTAB,Wassim,lagtab.wassim@yahoo.fr,16/9/2002,0682175974,Masculin,2MCV1,,Oeuf,Externe,Natation,Magie,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,9"
LAHLOU,Lina,lahlou.lina@free.fr,20/8/2004,0695077028,Féminin,2MCV2,,Oeuf,Externe,Karaté,Sport,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,75"
LAJRI,Cyrine,lajri.cyrine@free.fr,22/8/2002,0650193157,Féminin,1BC,,,Demi-pensionnaire,Tennis,Natation,1ERPRO COMMERCE,1BCMATHS,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,63"
LALAUS,Tracy,lalaus.tracy@yahoo.fr,2/11/2003,0620439136,Féminin,2BP,,,Demi-pensionnaire,Tennis,Robotique,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"17,79"
LALAUS MODESTIN,Mélanie,lalaus modestin.mélanie@outlook.com,12/7/1999,0719471871,Féminin,,,,Externe,Natation,Magie,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"10,85"
LAMART,Caroline,lamart.caroline@gmail.com,11/4/2003,0645480119,Féminin,,,,Demi-pensionnaire,Gymnastique,Actualité,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"11,04"
LAMGHARI,Anass,lamghari.anass@yahoo.fr,7/6/2002,0739487898,Masculin,1RISC,,Lactose,Demi-pensionnaire,Football,Art,1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"1RISCACCPE, 1RISCACCPE_1, 1RISCFRANCA_1, 1RISCMATHS, 1RISCMATHS_1",ANGLAIS LV1,FAUX,"10,23"
LAMRAOUI,Semy,lamraoui.semy@outlook.com,19/5/2004,0784834539,Masculin,1BC,,Lactose,Demi-pensionnaire,Football,Magie,1ERPRO COMMERCE,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,95"
LANNIE,Jonathan,lannie.jonathan@gmail.com,20/1/1999,0687692023,Masculin,2POP3,,,Demi-pensionnaire,Natation,Actualité,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"13,4"
LAOMEDON,Lauryn,laomedon.lauryn@free.fr,9/1/2004,0771103031,Féminin,MCCDRA,,Soja,Externe,Karaté,Peinture,MC  CUISINIER DESSERTS RESTAU. (MC5),,ANGLAIS LV1,FAUX,"11,97"
LARIVIERE,Arthur,lariviere.arthur@orange.fr,28/11/1999,0775059168,Masculin,2POP1,,Oeuf,Demi-pensionnaire,Tennis,Art,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"12,85"
LARROUY,Jefferson,larrouy.jefferson@outlook.com,4/11/2003,0753389120,Masculin,,,,Demi-pensionnaire,Gymnastique,Actualité,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"13,51"
LATCHIMY,Killian,latchimy.killian@outlook.com,15/10/2002,0673303952,Masculin,2BP,,Lactose,Demi-pensionnaire,Danse,Art,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"12,61"
LAURENT,Matthis,laurent.matthis@free.fr,10/2/2003,0766777681,Masculin,2POP2,,Kiwi,Demi-pensionnaire,Karaté,Robotique,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"13,35"
LAVENTURE-DARIVAL,Lee-Roy,laventure-darival.lee-roy@free.fr,13/3/2000,0623763315,Masculin,2BR2,,,Demi-pensionnaire,Tennis,Sport,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"17,55"
LE,Sharon,le.sharon@free.fr,8/1/2003,067609156,Féminin,,,Lactose,Externe,Danse,Art,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,58"
LEDEME,Nicolas,ledeme.nicolas@outlook.com,11/8/2000,0672810037,Masculin,TBC,,Soja,Demi-pensionnaire,Natation,Théâtre,TLEPRO COMMERCE,"Musculation Tle G1 R, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,3"
LEFEUVRE,Nathan,lefeuvre.nathan@free.fr,13/12/1999,0767079445,Masculin,1BP,,,Demi-pensionnaire,Football,Art,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"15,51"
LEGAIGNEUR,Maléo,legaigneur.maléo@outlook.com,28/4/2002,0754149410,Masculin,2BP,,Kiwi,Externe,Natation,Peinture,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"14,43"
LEGRAND,Mathéo,legrand.mathéo@outlook.com,24/9/2002,0733996160,Masculin,2POP2,,,Externe,Karaté,Théâtre,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"17,74"
LEGRAND,Patrice,legrand.patrice@outlook.com,7/2/2004,064464438,Masculin,,,Kiwi,Demi-pensionnaire,Karaté,Cinéma,,,ANGLAIS LV1,FAUX,"15,84"
LEGUEMAR,Yanis,leguemar.yanis@outlook.com,9/7/2000,0776447710,Masculin,2BP,,,Demi-pensionnaire,Basketball,Actualité,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,VRAI,"17,72"
LEGUEN,Mathéo,leguen.mathéo@gmail.com,12/6/2004,0655613340,Masculin,,,Kiwi,Demi-pensionnaire,Basketball,Natation,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,TRISCCONSTR,ANGLAIS LV1,FAUX,"14,2"
LEHECQ,Lorenzo,lehecq.lorenzo@yahoo.fr,28/6/2001,0751692466,Masculin,TBC,,Soja,Demi-pensionnaire,Basketball,Robotique,TLEPRO COMMERCE,"Musculation Tle G1 L, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,35"
LEHNA,Kim,lehna.kim@free.fr,7/4/2002,0793946363,Féminin,2BR2,,Kiwi,Demi-pensionnaire,Tennis,Robotique,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"10,75"
LEHOU BOSSIA,Segolene,lehou bossia.segolene@yahoo.fr,24/9/1999,0773751032,Féminin,,,Soja,Demi-pensionnaire,Danse,Sport,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,94"
LEIRAO DOS SANTOS,Victor,leirao dos santos.victor@free.fr,1/10/1999,0715297219,Masculin,,,,Demi-pensionnaire,Danse,Sport,,,ANGLAIS LV1,FAUX,"11,16"
LEMBLIN,Quentin,lemblin.quentin@orange.fr,17/4/2003,0788985459,Masculin,2BR1,,Fruits à coque,Externe,Tennis,Théâtre,2NDPRO CUISINE,"2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"17,82"
LEMHAJJAR,Hatim,lemhajjar.hatim@outlook.com,10/2/2004,0632817696,Masculin,,,,Demi-pensionnaire,Football,Art,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,66"
LERIBLE,Sandro,lerible.sandro@free.fr,25/6/2004,0771374970,Masculin,1ARED,,Poisson,Demi-pensionnaire,Danse,Cinéma,1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"1AREDCONSTR, 1AREDMATHS",ANGLAIS LV1,FAUX,"15,32"
LEROUX,Noe Emmanuel,leroux.noe emmanuel@yahoo.fr,5/4/2001,0714062322,Masculin,1BV,,Kiwi,Demi-pensionnaire,Football,Robotique,1ERPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,87"
LETOURNEUR,Chloé,letourneur.chloé@gmail.com,10/4/2003,0751248582,Féminin,1BRS,,Oeuf,Externe,Basketball,Peinture,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"16,26"
LEVEILLE,Pauline,leveille.pauline@outlook.com,3/1/2000,0633593227,Féminin,,,Kiwi,Demi-pensionnaire,Karaté,Peinture,,,ANGLAIS LV1,FAUX,"12,46"
